Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
RF_SHANK,-0.00717934783348653,-0.00387032091960957,0.00319072087890118,0,0,0,0.00225319518037928,8.02220578789392E-08,1.41935131256401E-08,8.79699806938818E-08,3.03932527670674E-07,-7.14059677498059E-09,2.46880548477229E-07,0,0,0,0,0,0,package://standford_pupper/meshes/RF_SHANK.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/RF_SHANK.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/Hobbypark 25T Servo Horn.step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/92095A182.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/Linkage RED18020_1.step-1/Component2.step-1,RF_SHANK_JOINT,Axis_RF_SHANK_JOINT,RF_SHANK_JOINT,fixed,0.027350000000002,-0.0314208310760867,0.00135420622071117,0,0,0,RF_HIP,0,0,0,0,0,0,0,,,,,,,,
RF_SHANK_ADAPTER,-0.0551615463100853,-0.000204088468544861,-0.0348364933262716,0,0,0,0.00397237270776155,1.47759887124375E-06,-1.3842120191663E-07,-2.3121129032904E-06,5.1573513260949E-06,-8.68650471126946E-08,3.71420228584842E-06,0,0,0,0,0,0,package://standford_pupper/meshes/RF_SHANK_ADAPTER.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/RF_SHANK_ADAPTER.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/Linkage RED18020_1.step-1/Linkage RED18020_1-7.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/92095A184.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/Linkage RED18020_1.step-1/Component1.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/90576A102.step-2,RF_SHANK_ADAPTER_JOINT,Axis_RF_SHANK_ADAPTER_JOINT,RF_SHANK_ADAPTER_JOINT,fixed,-0.0322440561499416,0.000102283815347437,0.0138805018333033,0,0,0,RF_SHANK,0,0,0,,,,,,,,,,,,
RF_THIGH_FOOT1,0.0722623884758629,-0.00250450812651615,-0.03884895945466,0,0,0,0.00294874796159802,1.57883468683634E-06,-5.13762827505256E-17,2.53870128410523E-06,5.7886794158468E-06,-7.44483772606523E-17,4.21181057403744E-06,0,0,0,0,0,0,package://standford_pupper/meshes/RF_THIGH_FOOT1.STL,0.0980392156862745,0.0980392156862745,0.0980392156862745,1,0,0,0,0,0,0,package://standford_pupper/meshes/RF_THIGH_FOOT1.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly_1.step-1/Lower Leg.step-1,RF_SHANK_FOOT_JOINT,Axis_RF_SHANK_FOOT_JOINT,RF_SHANK_FOOT_JOINT,fixed,-0.104573317388467,-0.00392762036211627,-0.0655838782679257,-0.0430723382469985,0,0,RF_SHANK_ADAPTER,0,0,0,,,,,,,,,,,,
LH_HIP,0.036960414474114,0.0425733712129942,0.00183980472813857,0,0,0,0.0620295743078549,9.80420752047033E-06,-1.69354961993648E-07,-7.29493450254028E-09,2.01144848686458E-05,-9.707401045446E-08,2.23626928382297E-05,0,0,0,0,0,0,package://standford_pupper/meshes/LH_HIP.STL,0.972549019607843,0.968627450980392,0.929411764705882,1,0,0,0,0,0,0,package://standford_pupper/meshes/LH_HIP.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Hip Bracket v10(Mirror)-11.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Hip Bracket v10(Mirror)-10.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/CLS6336HV v8(Mirror).step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Standoff(Mirror).step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Standoff(Mirror).step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Standoff(Mirror).step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Standoff(Mirror).step-3;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/96817A510(Mirror).step-3;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/91239A120(Mirror).step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/91239A120(Mirror).step-3;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/91239A115(Mirror).step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/91239A115(Mirror).step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/96817A510(Mirror).step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/91294A128(Mirror).step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hip Bracket v10(Mirror).step-1/Servo Disc v3(Mirror).step-1,LH_HIP_JOINT,,LH_HIP_JOINT,revolute,-0.1299,0.04,0.02425,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
LH_THIGH,0.000629906340037484,-0.0428186569266478,-0.0269292251852315,0,0,0,0.00676424724802927,5.32927666979675E-06,-1.09793894111892E-07,-7.18363420741501E-08,1.56530067336553E-06,-2.32604780778112E-06,3.810394566266E-06,0,0,0,0,0,0,package://standford_pupper/meshes/LH_THIGH.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/LH_THIGH.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hobbypark 25T Servo Horn v5(Mirror).step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Upper Leg v27(Mirror).step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/90576A102(Mirror).step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/7806K55(Mirror).step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/92981A143(Mirror).step-1,LH_THIGH_JOINT,,LH_THIGH_JOINT,revolute,0.02775,0.029523,0.0012724,0,0,-1.5708,LH_HIP,0,1,0,0,0,-3.14,3.14,,,,,,,,
LH_THIGH_FOOT,0.0400207294706894,0.00551264680782007,-0.024588369953365,0,0,0,0.00294875271828148,1.57883853240813E-06,-2.18425637027678E-07,2.5292922677244E-06,5.77701665735405E-06,1.3516815084111E-07,4.22348978272302E-06,0,0,0,0,0,0,package://standford_pupper/meshes/LH_THIGH_FOOT.STL,0.0980392156862745,0.0980392156862745,0.0980392156862745,1,0,0,0,0,0,0,package://standford_pupper/meshes/LH_THIGH_FOOT.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Lower Leg v28(Mirror).step-1,LH_THIGH_FOOT_JOINT,,LH_THIGH_FOOT_JOINT,revolute,-0.0054498,-0.10458,-0.065524,-0.043072,0,1.5708,LH_THIGH,0,1,0,0,0,-3.14,3.14,,,,,,,,
LH_SHANK,-0.00717938080547153,0.00387027281097423,0.00319071168613302,0,0,0,0.00225320089053614,8.02248786982964E-08,-1.41933607659176E-08,8.79755711002175E-08,3.03941229129633E-07,7.1403136497097E-09,2.46886061308136E-07,0,0,0,0,0,0,package://standford_pupper/meshes/LH_SHANK.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/LH_SHANK.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Hobbypark 25T Servo Horn v5(Mirror).step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/92095A182(Mirror).step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Linkage RED18020 v8(Mirror) (1).step-1/Component2(Mirror) (1).step-1,LH_SHANK_JOINT,Axis_LH_SHANK_JOINT,LH_SHANK_JOINT,fixed,0.0277500000000019,0.0314208310760868,0.00135420622071182,0,0,0,LH_HIP,0,0,0,0,0,0,0,,,,,,,,
LH_SHANK_ADAPTER,-0.0551615728225518,0.000204095447756666,-0.034836525222196,0,0,0,0.00397235970743486,1.47759433792871E-06,1.38420152684186E-07,-2.31210732266062E-06,5.15734061812919E-06,8.68648726725945E-08,3.71419584685526E-06,0,0,0,0,0,0,package://standford_pupper/meshes/LH_SHANK_ADAPTER.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/LH_SHANK_ADAPTER.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Linkage RED18020 v8(Mirror) (1).step-1/Linkage RED18020 v8(Mirror) (1)-12.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/90576A102(Mirror).step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/92095A184(Mirror).step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Linkage RED18020 v8(Mirror) (1).step-1/Component1(Mirror) (1).step-1,LH_SHANK_ADAPTER_JOINT,Axis_LH_SHANK_ADAPTER_JOINT,LH_SHANK_ADAPTER_JOINT,fixed,-0.0322440561499416,-0.000102283815347437,0.0138805018333043,0,0,0,LH_SHANK,0,0,0,,,,,,,,,,,,
LH_THIGH_FOOT1,0.0722624439279007,0.00417498537994014,-0.038705131490539,0,0,0,0.00294875271828148,1.57883853240813E-06,-1.09314204158103E-07,2.53635161979775E-06,5.78576591575156E-06,6.78356206257293E-08,4.21474052432551E-06,0,0,0,0,0,0,package://standford_pupper/meshes/LH_THIGH_FOOT1.STL,0.0980392156862745,0.0980392156862745,0.0980392156862745,1,0,0,0,0,0,0,package://standford_pupper/meshes/LH_THIGH_FOOT1.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly v5(Mirror).step-1/Lower Leg v28(Mirror).step-1,LH_SHANK_FOOT_JOINT,Axis_LH_SHANK_FOOT_JOINT,LH_SHANK_FOOT_JOINT,fixed,-0.104573317388467,0.00392762036211627,-0.0655838782679257,0,0,0,LH_SHANK_ADAPTER,0,0,0,,,,,,,,,,,,
RH_HIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://standford_pupper/meshes/RH_HIP.STL,1,1,1,1,0,0,0,0,0,0,package://standford_pupper/meshes/RH_HIP.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/CLS6336HV.step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Hub-5.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Hub-6.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Standoff.step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Standoff.step-3;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Standoff.step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Standoff.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/91239A115.step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/91239A120.step-3;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/91239A120.step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/96817A510.step-4;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/96817A510.step-3;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hub.step-1/Servo Disc.step-1,RF_HIP_JOINT,,RH_HIP_JOINT,revolute,0.0705,-0.04,0.02425,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
RH_THIGH,-0.000416280212157366,-0.0448620905291114,-0.028205717437516,0,0,0,0.00699575857395035,5.33226872771186E-06,1.09787606416043E-07,7.1902627563415E-08,1.56689448277532E-06,-2.32590435921298E-06,3.81185780098123E-06,0,0,0,0,0,0,package://standford_pupper/meshes/RH_THIGH.STL,0.0980392156862745,0.0980392156862745,0.0980392156862745,1,0,0,0,0,0,0,package://standford_pupper/meshes/RH_THIGH.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Upper Leg.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hobbypark 25T Servo Horn.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/7806K55.step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/90576A102.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/7806K55.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/92981A143.step-1,RH_THIGH_JOINT,,RH_THIGH_JOINT,revolute,-0.17265,-0.029523,0.0012724,0,0,-1.5708,RH_HIP,0,1,0,0,0,-3.14,3.14,,,,,,,,
RH_THIGH_FOOT,0.0400206740186517,-0.00341666666744253,-0.0249714454430379,0,0,0,0.00294874796159803,1.57883468683635E-06,-5.13762430458562E-17,2.53870128410524E-06,5.7886794158468E-06,-7.44484566699911E-17,4.21181057403744E-06,0,0,0,0,0,0,package://standford_pupper/meshes/RH_THIGH_FOOT.STL,0.0980392156862745,0.0980392156862745,0.0980392156862745,1,0,0,0,0,0,0,package://standford_pupper/meshes/RH_THIGH_FOOT.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Lower Leg.step-1,RH_THIGH_FOOT_JOINT,,RH_THIGH_FOOT_JOINT,revolute,0.0054098,-0.10458,-0.065525,-0.043072,0,1.5708,RH_THIGH,0,1,0,0,0,-3.14,3.14,,,,,,,,
RH_SHANK,-0.00717934783348651,-0.00387032091960957,0.00319072087890115,0,0,0,0.0022531951803793,8.02220578789399E-08,1.41935131256401E-08,8.79699806938824E-08,3.03932527670675E-07,-7.14059677498057E-09,2.4688054847723E-07,0,0,0,0,0,0,package://standford_pupper/meshes/RH_SHANK.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/RH_SHANK.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Hobbypark 25T Servo Horn.step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/92095A182.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Linkage RED18020.step-1/Component2.step-1,RH_SHANK_JOINT,,RH_SHANK_JOINT,fixed,-0.17265,-0.031421,0.0013542,0,0,0,RH_HIP,0,0,0,0,0,0,0,,,,,,,,
RH_SHANK_ADAPTER,-0.0551615463100853,-0.000204088468544861,-0.0348364933262717,0,0,0,0.00397237270776153,1.47759887124374E-06,-1.38421201916629E-07,-2.31211290329038E-06,5.15735132609487E-06,-8.68650471126938E-08,3.7142022858484E-06,0,0,0,0,0,0,package://standford_pupper/meshes/RH_SHANK_ADAPTER.STL,0.96078431372549,0.96078431372549,0.964705882352941,1,0,0,0,0,0,0,package://standford_pupper/meshes/RH_SHANK_ADAPTER.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Linkage RED18020.step-1/Linkage RED18020-4.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/92095A184.step-1;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/90576A102.step-2;Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Linkage RED18020.step-1/Component1.step-1,RH_SHANK_ADAPTER_JOINT,,RH_SHANK_ADAPTER_JOINT,fixed,-0.032244,0.00010228,0.013881,0,0,0,RH_SHANK,0,0,0,,,,,,,,,,,,
RH_THIGH_FOOT1,0.072262388475863,-0.00417498344463502,-0.0387050865507714,0,0,0,0.00294874796159803,1.57883468683635E-06,1.09313992682344E-07,2.53634671543963E-06,5.78575577593425E-06,-6.78354554229394E-08,4.21473421394999E-06,0,0,0,0,0,0,package://standford_pupper/meshes/RH_THIGH_FOOT1.STL,0.0980392156862745,0.0980392156862745,0.0980392156862745,1,0,0,0,0,0,0,package://standford_pupper/meshes/RH_THIGH_FOOT1.STL,,Stanford Pupper Public v1_step.step-1/Hip Assembly.step-1/Lower Leg.step-1,RH_SHANK_FOOT_JOINT,Axis_RH_SHANK_FOOT_JOINT,RH_SHANK_FOOT_JOINT,fixed,-0.104573317388467,-0.00392762036211627,-0.0655838782679257,0,0,0,RH_SHANK_ADAPTER,0,0,0,,,,,,,,,,,,
